Employee_Id,Avg_Working_Hours_Per_Day,Work_From,Work_Pressure,Manager_Support,Sleeping_Habit,Exercise_Habit,Job_Satisfaction,Work_Life_Balance,Social_Person,Lives_With_Family,Working_State,Stress_Level
EMP0704,12.0,Home,4,1,1,1,3,Yes,5,No,Chennai,1
EMP0705,11.5,Hybrid,5,5,1,1,5,Yes,3,No,Pune,5
EMP0706,5.6,Hybrid,1,5,3,4,3,Yes,3,No,Pune,2
EMP0707,7.8,Home,5,4,5,2,5,No,5,Yes,Hyderabad,2
EMP0708,10.0,Home,5,4,5,5,2,No,3,No,Chennai,5
EMP0709,11.1,Home,1,3,1,4,2,Yes,4,Yes,Delhi,4
EMP0710,9.2,Hybrid,3,4,5,4,3,No,4,No,Chennai,5
EMP0711,8.4,Hybrid,3,4,5,1,3,No,3,Yes,Hyderabad,2
EMP0712,11.4,Office,2,3,5,1,5,No,1,No,Hyderabad,4
EMP0713,11.8,Office,2,4,1,5,4,Yes,4,No,Delhi,2
EMP0714,10.8,Office,4,2,4,4,5,Yes,5,Yes,Pune,2
EMP0715,9.7,Hybrid,5,5,3,2,2,Yes,1,Yes,Karnataka,1
EMP0716,8.4,Office,1,2,1,3,2,Yes,2,Yes,Pune,4
EMP0717,15.7,Office,3,2,5,1,4,No,2,Yes,Pune,1
EMP0718,9.6,Office,4,5,4,1,3,Yes,4,No,Chennai,1
EMP0719,8.4,Hybrid,5,4,3,3,4,No,2,Yes,Hyderabad,5
EMP0720,10.9,Office,1,3,5,2,5,No,2,No,Karnataka,5
EMP0721,8.8,Office,5,1,1,3,3,No,3,No,Pune,1
EMP0722,9.8,Home,2,4,2,2,1,Yes,4,No,Chennai,1
EMP0723,11.4,Office,2,5,4,4,5,No,1,No,Karnataka,5
EMP0724,9.3,Home,4,3,1,5,3,Yes,2,Yes,Delhi,4
EMP0725,9.3,Hybrid,4,1,3,3,2,Yes,4,No,Chennai,4
EMP0726,11.2,Office,5,3,3,1,1,No,2,Yes,Karnataka,3
EMP0727,11.4,Office,4,4,5,2,1,Yes,5,No,Hyderabad,4
EMP0728,8.4,Home,4,2,4,4,3,No,1,Yes,Pune,1
EMP0729,10.6,Home,1,5,3,4,5,No,2,No,Karnataka,4
EMP0730,8.7,Home,4,1,5,4,4,No,5,No,Chennai,5
EMP0731,7.8,Home,2,3,3,3,5,Yes,3,Yes,Chennai,5
EMP0732,9.1,Office,3,1,5,1,3,No,5,Yes,Pune,3
EMP0733,8.5,Hybrid,5,3,5,1,1,No,4,No,Karnataka,1
EMP0734,7.1,Office,1,5,1,3,5,Yes,1,No,Karnataka,4
EMP0735,9.0,Home,4,3,3,1,3,No,5,Yes,Delhi,5
EMP0736,7.8,Home,1,3,2,5,2,Yes,4,Yes,Pune,5
EMP0737,10.2,Home,2,1,4,1,1,No,1,Yes,Hyderabad,2
EMP0738,6.9,Hybrid,1,3,3,5,3,Yes,4,No,Karnataka,1
EMP0739,11.2,Home,4,5,5,2,4,No,5,Yes,Delhi,1
EMP0740,8.2,Home,2,4,2,3,2,No,3,No,Hyderabad,2
EMP0741,6.5,Hybrid,2,4,5,1,5,No,3,Yes,Delhi,3
EMP0742,7.7,Office,3,5,5,5,1,No,3,No,Pune,3
EMP0743,8.3,Office,5,2,4,1,5,Yes,5,No,Chennai,4
EMP0744,9.7,Office,3,3,4,4,3,No,2,No,Hyderabad,5
EMP0745,11.4,Home,2,2,3,4,2,No,4,Yes,Hyderabad,2
EMP0746,9.0,Office,3,5,1,5,4,Yes,1,Yes,Chennai,4
EMP0747,11.1,Office,2,4,5,3,4,Yes,4,No,Karnataka,1
EMP0748,8.1,Office,1,4,4,5,1,Yes,4,Yes,Delhi,2
EMP0749,9.1,Office,3,2,3,1,5,No,3,Yes,Chennai,4
EMP0750,8.2,Hybrid,5,1,3,2,2,Yes,2,Yes,Hyderabad,5
EMP0751,11.1,Office,2,3,2,1,5,Yes,4,Yes,Pune,5
EMP0752,8.8,Hybrid,4,5,4,3,4,No,4,Yes,Hyderabad,5
EMP0753,9.3,Hybrid,2,3,2,5,1,No,2,No,Pune,3
EMP0754,10.8,Home,3,2,4,3,5,Yes,3,Yes,Karnataka,3
EMP0755,10.9,Office,1,1,1,4,4,No,1,Yes,Chennai,5
EMP0756,8.8,Home,2,1,4,5,3,No,4,No,Delhi,4
EMP0757,6.8,Hybrid,4,2,2,1,5,No,1,Yes,Karnataka,1
EMP0758,10.1,Hybrid,5,4,5,5,1,Yes,3,No,Hyderabad,4
EMP0759,9.0,Hybrid,4,2,3,3,5,Yes,4,Yes,Karnataka,4
EMP0760,9.7,Office,1,5,4,1,5,Yes,2,Yes,Chennai,1
EMP0761,8.2,Office,5,5,2,4,1,No,4,No,Hyderabad,5
EMP0762,10.0,Hybrid,3,2,3,4,3,Yes,4,Yes,Chennai,1
EMP0763,10.7,Hybrid,4,3,1,2,1,Yes,1,Yes,Delhi,2
EMP0764,12.0,Office,4,3,2,4,4,No,1,No,Chennai,5
EMP0765,9.1,Hybrid,5,5,2,3,5,No,3,No,Chennai,3
EMP0766,4.4,Home,2,4,1,4,5,Yes,3,Yes,Hyderabad,1
EMP0767,7.5,Hybrid,1,5,1,3,3,Yes,2,Yes,Delhi,3
EMP0768,8.1,Hybrid,2,3,2,5,2,No,4,Yes,Hyderabad,4
EMP0769,10.3,Home,2,5,4,2,5,Yes,2,Yes,Chennai,3
EMP0770,8.6,Home,5,2,2,2,5,Yes,3,No,Delhi,3
EMP0771,9.1,Home,5,5,3,4,2,Yes,5,Yes,Hyderabad,5
EMP0772,8.4,Home,1,4,4,3,1,No,3,No,Pune,2
EMP0773,14.6,Hybrid,4,1,1,3,2,Yes,4,Yes,Delhi,1
EMP0774,8.2,Hybrid,3,1,4,2,3,No,2,Yes,Chennai,5
EMP0775,10.2,Hybrid,2,4,2,2,4,No,2,Yes,Karnataka,2
EMP0776,7.2,Home,3,2,3,2,4,No,4,No,Delhi,3
EMP0777,10.9,Hybrid,5,1,1,4,1,No,3,No,Hyderabad,2
EMP0778,9.6,Office,5,4,5,5,1,Yes,2,Yes,Karnataka,2
EMP0779,7.5,Home,3,3,5,1,1,Yes,2,Yes,Hyderabad,3
EMP0780,9.8,Hybrid,1,3,5,4,1,No,5,Yes,Karnataka,4
EMP0781,9.8,Hybrid,1,1,1,4,3,Yes,2,Yes,Hyderabad,4
EMP0782,8.1,Office,1,3,2,5,3,No,5,No,Pune,2
EMP0783,8.7,Office,2,2,3,3,3,No,2,Yes,Pune,1
EMP0784,10.4,Office,3,1,1,1,3,No,5,Yes,Delhi,3
EMP0785,10.2,Office,4,2,3,3,3,No,4,No,Pune,3
EMP0786,12.8,Office,5,3,5,2,2,Yes,2,Yes,Hyderabad,5
EMP0787,10.7,Home,3,4,3,1,2,No,4,No,Delhi,2
EMP0788,8.5,Office,4,3,2,2,2,No,2,Yes,Hyderabad,5
EMP0789,6.0,Home,2,4,3,3,2,Yes,5,Yes,Karnataka,1
EMP0790,9.7,Office,2,4,4,5,5,Yes,3,Yes,Hyderabad,2
EMP0791,9.4,Office,5,3,3,1,1,Yes,2,Yes,Pune,3
EMP0792,8.9,Hybrid,1,1,3,1,4,Yes,2,Yes,Chennai,3
EMP0793,9.6,Home,4,3,1,4,1,Yes,1,Yes,Hyderabad,1
EMP0794,8.9,Office,3,2,4,1,1,No,3,No,Pune,1
EMP0795,11.3,Hybrid,3,2,4,4,4,Yes,4,Yes,Pune,5
EMP0796,8.2,Office,3,3,4,2,1,No,2,No,Karnataka,2
EMP0797,10.1,Office,2,1,3,4,4,Yes,4,No,Chennai,1
EMP0798,14.3,Hybrid,3,3,3,5,1,No,2,No,Chennai,2
EMP0799,6.4,Office,2,2,2,3,1,Yes,2,Yes,Pune,2
EMP0800,9.0,Home,1,2,2,3,3,No,3,No,Delhi,2
EMP0801,7.1,Hybrid,3,1,4,2,2,Yes,5,Yes,Karnataka,5
EMP0802,8.4,Hybrid,4,2,5,4,3,Yes,2,No,Delhi,4
EMP0803,9.7,Hybrid,5,1,5,5,4,No,5,Yes,Delhi,1
EMP0804,9.0,Office,4,4,2,5,2,No,1,Yes,Pune,2
EMP0805,10.3,Home,2,2,1,4,5,Yes,4,No,Hyderabad,1
EMP0806,7.6,Hybrid,1,2,3,3,3,Yes,2,No,Karnataka,2
EMP0807,10.0,Home,1,2,1,1,5,No,1,No,Pune,1
EMP0808,8.5,Hybrid,2,1,5,1,2,No,1,Yes,Chennai,1
EMP0809,12.9,Home,3,3,3,2,1,No,3,Yes,Pune,1
EMP0810,9.5,Office,2,3,5,1,5,No,3,Yes,Delhi,1
EMP0811,11.1,Office,5,1,3,1,3,No,5,No,Chennai,3
EMP0812,8.8,Home,3,3,2,1,3,No,1,Yes,Delhi,5
EMP0813,10.7,Home,1,2,3,4,5,No,5,No,Chennai,2
EMP0814,14.1,Office,1,4,2,5,3,Yes,3,No,Chennai,1
EMP0815,12.9,Office,3,3,4,2,3,No,4,Yes,Karnataka,2
EMP0816,10.2,Hybrid,3,3,1,5,4,No,4,Yes,Karnataka,5
EMP0817,8.0,Office,1,1,1,2,3,Yes,1,Yes,Hyderabad,2
EMP0818,10.2,Hybrid,5,1,2,4,1,Yes,3,Yes,Chennai,2
EMP0819,10.4,Office,1,3,1,5,5,Yes,5,No,Pune,2
EMP0820,9.0,Home,2,4,2,4,3,Yes,2,Yes,Karnataka,1
EMP0821,10.6,Home,4,3,5,4,3,Yes,3,No,Karnataka,4
EMP0822,13.0,Hybrid,5,1,4,3,3,No,3,No,Chennai,2
EMP0823,10.1,Home,2,1,2,4,3,Yes,4,Yes,Delhi,3
EMP0824,9.0,Office,4,5,3,4,5,Yes,4,No,Pune,3
EMP0825,9.5,Office,3,3,5,3,1,No,3,No,Chennai,1
EMP0826,10.6,Home,5,5,1,1,1,Yes,5,No,Chennai,2
EMP0827,15.9,Home,3,1,1,2,3,No,2,No,Karnataka,3
EMP0828,11.8,Home,1,3,1,5,4,No,5,Yes,Karnataka,3
EMP0829,10.0,Home,1,5,4,1,2,Yes,1,No,Hyderabad,4
EMP0830,7.3,Home,2,3,5,4,1,No,4,Yes,Hyderabad,1
EMP0831,11.4,Office,5,2,5,1,5,Yes,3,No,Pune,1
EMP0832,7.5,Hybrid,4,1,4,1,3,No,4,Yes,Chennai,2
EMP0833,9.2,Office,1,4,5,1,1,No,5,No,Hyderabad,5
EMP0834,7.0,Home,1,5,1,5,3,Yes,2,No,Karnataka,1
EMP0835,8.5,Home,2,5,5,3,1,No,2,No,Pune,4
EMP0836,9.6,Hybrid,4,2,5,5,3,Yes,2,Yes,Hyderabad,3
EMP0837,8.6,Hybrid,1,3,4,4,4,No,1,Yes,Karnataka,1
EMP0838,9.6,Home,4,3,5,4,4,Yes,5,Yes,Hyderabad,4
EMP0839,9.6,Home,4,2,2,1,4,Yes,4,Yes,Hyderabad,2
EMP0840,7.5,Office,3,5,1,5,1,Yes,4,No,Chennai,4
EMP0841,6.2,Hybrid,2,1,2,1,1,No,3,Yes,Karnataka,1
EMP0842,10.0,Home,5,5,1,3,5,Yes,5,No,Hyderabad,1
EMP0843,7.0,Office,5,1,2,3,5,No,1,No,Pune,5
EMP0844,5.8,Office,2,3,4,5,4,No,4,Yes,Karnataka,2
EMP0845,9.6,Office,3,5,5,2,3,No,3,No,Pune,3
EMP0846,10.9,Home,2,5,3,1,1,No,3,No,Delhi,1
EMP0847,12.3,Office,4,1,3,1,1,Yes,5,No,Delhi,5
EMP0848,6.8,Office,1,2,2,5,4,Yes,5,No,Pune,2
EMP0849,9.6,Hybrid,2,3,1,4,1,No,3,Yes,Pune,4
EMP0850,7.0,Office,5,5,5,1,5,Yes,1,Yes,Karnataka,5
EMP0851,9.2,Office,4,4,5,2,1,No,2,Yes,Hyderabad,3
EMP0852,8.6,Hybrid,1,1,5,2,5,No,1,Yes,Karnataka,4
EMP0853,7.3,Hybrid,2,2,2,1,2,Yes,5,Yes,Chennai,1
EMP0854,7.9,Home,2,2,3,2,5,Yes,4,Yes,Karnataka,4
EMP0855,10.2,Hybrid,1,3,4,2,2,No,2,Yes,Chennai,2
EMP0856,8.1,Office,2,1,1,2,4,Yes,5,Yes,Karnataka,2
EMP0857,8.0,Home,1,5,4,5,5,No,5,No,Delhi,5
EMP0858,10.8,Home,3,5,4,5,1,Yes,5,No,Hyderabad,3
EMP0859,9.7,Office,1,5,5,3,5,No,4,Yes,Hyderabad,1
EMP0860,12.5,Hybrid,3,4,5,1,5,Yes,4,Yes,Pune,2
EMP0861,11.7,Office,2,5,3,4,2,Yes,2,No,Hyderabad,2
EMP0862,12.3,Office,3,5,4,1,2,Yes,1,No,Chennai,5
EMP0863,8.6,Hybrid,3,4,1,3,3,No,2,No,Delhi,3
EMP0864,11.6,Hybrid,2,2,2,3,2,Yes,2,No,Chennai,5
EMP0865,8.3,Hybrid,5,4,4,2,3,Yes,1,No,Karnataka,2
EMP0866,8.5,Office,2,3,1,2,4,Yes,3,Yes,Delhi,4
EMP0867,7.9,Hybrid,2,5,4,3,4,No,1,Yes,Karnataka,1
EMP0868,8.5,Hybrid,3,1,1,5,5,No,5,No,Hyderabad,5
EMP0869,8.9,Office,3,1,2,3,4,Yes,2,No,Hyderabad,3
EMP0870,9.6,Home,1,3,3,2,1,No,3,Yes,Delhi,4
EMP0871,9.8,Home,5,1,3,3,4,No,1,No,Hyderabad,3
EMP0872,9.4,Hybrid,2,1,5,2,5,Yes,3,Yes,Hyderabad,5
EMP0873,8.6,Office,2,4,4,2,4,Yes,3,No,Hyderabad,1
EMP0874,10.3,Hybrid,2,3,4,5,3,No,2,Yes,Karnataka,1
EMP0875,10.7,Home,4,5,2,4,3,Yes,5,No,Pune,4
EMP0876,13.4,Office,1,3,1,3,2,No,2,Yes,Karnataka,5
EMP0877,12.9,Hybrid,1,5,4,1,2,Yes,2,Yes,Delhi,5
EMP0878,7.9,Home,1,4,5,1,3,No,2,Yes,Pune,1
EMP0879,9.8,Hybrid,3,4,4,4,2,No,4,Yes,Karnataka,1
EMP0880,10.6,Hybrid,5,3,5,1,3,No,5,Yes,Chennai,5
EMP0881,8.2,Home,3,3,2,3,5,Yes,2,No,Karnataka,5
EMP0882,7.8,Office,1,2,3,4,5,Yes,4,No,Hyderabad,5
EMP0883,7.8,Office,3,3,4,3,1,Yes,3,No,Hyderabad,1
EMP0884,8.9,Home,2,2,4,2,4,Yes,4,Yes,Pune,2
EMP0885,7.8,Home,5,3,5,2,3,Yes,5,Yes,Hyderabad,4
EMP0886,9.8,Hybrid,3,5,3,4,2,Yes,2,Yes,Chennai,5
EMP0887,7.4,Hybrid,3,2,1,3,2,Yes,3,Yes,Chennai,4
EMP0888,9.2,Office,2,2,5,4,3,Yes,4,Yes,Karnataka,2
EMP0889,7.7,Hybrid,2,2,3,2,5,No,5,Yes,Chennai,1
EMP0890,9.0,Office,2,1,5,5,5,Yes,3,Yes,Pune,1
EMP0891,6.7,Home,2,1,3,5,4,No,5,No,Delhi,5
EMP0892,6.7,Home,2,2,1,3,2,Yes,1,No,Karnataka,5
EMP0893,11.8,Hybrid,5,2,4,2,1,Yes,4,Yes,Delhi,2
EMP0894,8.7,Hybrid,1,1,3,3,5,Yes,1,Yes,Pune,4
EMP0895,13.0,Office,2,1,2,3,2,Yes,4,No,Karnataka,5
EMP0896,9.1,Home,2,2,4,3,5,No,2,Yes,Pune,5
EMP0897,8.8,Office,2,3,5,1,1,Yes,4,Yes,Delhi,4
EMP0898,8.3,Home,5,1,4,4,2,Yes,1,No,Pune,4
EMP0899,10.3,Home,1,2,2,5,2,No,2,Yes,Pune,5
EMP0900,13.4,Home,2,4,1,2,5,No,1,Yes,Delhi,5
EMP0901,8.4,Hybrid,5,1,1,2,1,Yes,4,Yes,Karnataka,5
EMP0902,7.9,Home,5,3,4,4,2,No,2,Yes,Hyderabad,3
EMP0903,10.3,Home,3,5,3,3,1,No,3,Yes,Hyderabad,3
EMP0904,8.4,Hybrid,1,1,2,1,2,Yes,4,No,Hyderabad,4
EMP0905,9.7,Home,2,2,5,1,5,No,2,No,Chennai,4
EMP0906,8.4,Home,1,5,5,1,2,Yes,1,No,Delhi,3
EMP0907,15.3,Home,3,3,4,4,4,Yes,4,Yes,Hyderabad,3
EMP0908,8.2,Home,1,2,1,2,3,Yes,5,Yes,Pune,1
EMP0909,6.3,Home,1,5,1,5,4,Yes,4,No,Karnataka,3
EMP0910,9.2,Hybrid,1,1,5,2,4,Yes,4,Yes,Karnataka,4
EMP0911,10.3,Home,3,4,4,2,4,Yes,4,Yes,Karnataka,5
EMP0912,10.2,Home,2,2,2,2,1,No,4,Yes,Hyderabad,5
EMP0913,9.6,Office,2,2,4,1,4,Yes,5,Yes,Chennai,2
EMP0914,9.6,Office,3,5,2,5,2,No,1,No,Pune,2
EMP0915,10.0,Office,3,5,3,2,1,No,4,Yes,Hyderabad,1
EMP0916,8.8,Home,1,2,1,1,5,Yes,2,Yes,Karnataka,3
EMP0917,10.1,Home,2,2,5,1,1,No,3,Yes,Karnataka,3
EMP0918,8.8,Home,3,1,1,4,4,Yes,5,No,Delhi,4
EMP0919,9.3,Office,2,1,5,5,2,Yes,4,Yes,Karnataka,3
EMP0920,7.6,Office,3,5,4,2,3,Yes,3,Yes,Karnataka,3
EMP0921,6.2,Home,5,3,2,4,4,No,5,Yes,Pune,1
EMP0922,9.0,Home,4,3,3,3,4,No,4,No,Chennai,2
EMP0923,7.6,Home,5,2,4,1,1,Yes,2,No,Delhi,3
EMP0924,10.4,Office,3,5,4,4,4,Yes,4,No,Karnataka,3
EMP0925,13.4,Home,4,4,2,3,3,No,3,Yes,Karnataka,3
EMP0926,8.7,Hybrid,1,4,1,5,4,Yes,4,No,Pune,4
EMP0927,9.1,Hybrid,5,1,1,4,1,No,2,No,Hyderabad,5
EMP0928,10.8,Hybrid,1,5,4,2,2,Yes,5,Yes,Karnataka,4
EMP0929,6.9,Home,5,3,3,2,4,No,1,No,Delhi,4
EMP0930,8.2,Hybrid,4,4,3,2,2,Yes,3,Yes,Pune,4
EMP0931,9.0,Home,3,3,1,3,4,Yes,3,Yes,Hyderabad,1
EMP0932,14.9,Home,5,5,3,2,4,No,3,Yes,Pune,3
EMP0933,6.6,Office,4,1,5,1,5,Yes,2,Yes,Chennai,5
EMP0934,8.3,Home,5,2,4,3,2,Yes,1,Yes,Delhi,2
EMP0935,8.6,Hybrid,1,5,4,3,1,No,2,No,Pune,2
EMP0936,8.9,Hybrid,2,5,1,2,4,No,2,No,Chennai,1
EMP0937,6.5,Office,3,2,2,4,5,Yes,1,No,Karnataka,4
EMP0938,9.7,Home,2,5,5,3,2,Yes,5,Yes,Karnataka,1
EMP0939,9.3,Hybrid,3,4,2,4,5,No,1,Yes,Hyderabad,2
EMP0940,8.7,Hybrid,2,5,2,3,1,Yes,3,Yes,Delhi,2
EMP0941,7.5,Home,1,4,3,5,4,No,5,Yes,Pune,5
EMP0942,7.7,Home,3,5,1,2,5,No,5,No,Hyderabad,5
EMP0943,9.3,Office,3,1,1,5,3,No,3,No,Chennai,4
EMP0944,8.2,Office,5,4,3,3,2,Yes,3,Yes,Pune,1
EMP0945,7.1,Home,5,2,2,1,2,Yes,1,No,Karnataka,3
EMP0946,8.5,Hybrid,3,3,5,3,3,No,5,No,Hyderabad,1
EMP0947,7.5,Office,2,4,1,4,2,Yes,4,Yes,Pune,1
EMP0948,7.4,Home,1,5,4,3,4,No,3,Yes,Hyderabad,2
EMP0949,9.2,Hybrid,5,2,3,2,2,No,2,Yes,Chennai,3
EMP0950,7.6,Home,4,3,1,5,2,No,1,No,Pune,5
EMP0951,8.4,Home,3,1,1,1,5,Yes,1,No,Hyderabad,1
EMP0952,9.0,Office,2,2,3,4,1,Yes,4,No,Pune,4
EMP0953,10.7,Office,2,4,1,5,4,No,5,Yes,Chennai,5
EMP0954,11.2,Home,2,5,5,2,4,Yes,1,No,Hyderabad,2
EMP0955,6.7,Hybrid,2,5,2,1,2,No,1,Yes,Chennai,5
EMP0956,7.8,Hybrid,5,1,5,2,1,Yes,4,No,Chennai,1
EMP0957,8.5,Hybrid,3,2,5,5,2,Yes,3,Yes,Hyderabad,2
EMP0958,10.9,Office,5,4,5,2,3,No,4,Yes,Pune,5
EMP0959,9.9,Office,5,3,3,1,1,Yes,3,No,Hyderabad,1
EMP0960,9.6,Office,1,2,5,5,5,Yes,4,Yes,Karnataka,2
EMP0961,8.0,Hybrid,2,3,2,5,4,No,3,Yes,Karnataka,5
EMP0962,10.1,Hybrid,1,4,4,4,3,No,1,No,Karnataka,2
EMP0963,9.4,Office,4,2,4,3,2,Yes,1,Yes,Pune,2
EMP0964,8.4,Office,4,2,3,2,3,No,1,No,Delhi,4
EMP0965,8.3,Hybrid,4,4,2,4,2,No,2,No,Delhi,5
EMP0966,9.4,Hybrid,1,2,3,1,3,No,5,No,Delhi,2
EMP0967,7.1,Hybrid,1,2,3,4,3,Yes,1,Yes,Hyderabad,1
EMP0968,8.6,Hybrid,5,1,3,1,1,Yes,1,No,Delhi,3
EMP0969,10.1,Home,4,2,4,4,4,Yes,4,Yes,Pune,2
EMP0970,8.7,Hybrid,3,4,3,1,5,Yes,3,Yes,Hyderabad,1
EMP0971,11.6,Hybrid,1,1,5,3,5,Yes,2,Yes,Hyderabad,3
EMP0972,9.6,Home,4,1,2,3,3,No,2,No,Karnataka,3
EMP0973,10.4,Office,2,3,3,5,2,Yes,5,Yes,Karnataka,4
EMP0974,6.6,Office,4,3,4,2,1,No,5,No,Delhi,2
EMP0975,8.2,Home,4,1,3,4,1,No,3,No,Chennai,3
EMP0976,8.4,Office,3,5,5,4,3,No,1,Yes,Chennai,1
EMP0977,7.7,Home,3,3,3,2,4,No,2,Yes,Karnataka,2
EMP0978,9.1,Hybrid,4,4,5,1,5,No,4,Yes,Chennai,4
EMP0979,6.9,Hybrid,4,1,5,4,5,Yes,4,Yes,Hyderabad,1
EMP0980,9.7,Hybrid,3,1,3,2,5,Yes,2,Yes,Karnataka,3
EMP0981,9.3,Hybrid,5,1,3,3,3,No,4,Yes,Delhi,4
EMP0982,9.4,Office,1,2,3,3,5,No,1,Yes,Hyderabad,5
EMP0983,8.8,Home,3,2,1,2,3,Yes,5,No,Delhi,1
EMP0984,7.0,Home,2,5,5,2,1,Yes,5,No,Hyderabad,5
EMP0985,8.7,Home,5,1,2,2,3,Yes,2,No,Chennai,2
EMP0986,12.4,Office,4,2,1,1,2,No,5,No,Delhi,1
EMP0987,11.9,Office,1,5,4,2,5,Yes,4,Yes,Chennai,3
EMP0988,11.0,Office,1,1,1,3,4,Yes,1,Yes,Hyderabad,5
EMP0989,9.0,Hybrid,3,2,4,1,1,Yes,3,No,Delhi,5
EMP0990,13.2,Hybrid,3,2,2,4,3,No,4,No,Hyderabad,4
EMP0991,10.2,Home,5,5,4,3,3,Yes,2,No,Pune,2
EMP0992,8.1,Office,5,5,4,5,1,Yes,5,No,Delhi,5
EMP0993,6.8,Home,3,1,4,5,2,Yes,1,No,Karnataka,4
EMP0994,6.6,Home,2,5,3,4,2,No,4,No,Chennai,2
EMP0995,11.7,Office,5,3,4,1,5,Yes,2,No,Pune,1
EMP0996,8.9,Office,3,5,2,4,2,Yes,3,Yes,Pune,5
EMP0997,9.2,Hybrid,3,4,2,3,4,Yes,3,Yes,Pune,3
EMP0998,8.8,Home,3,2,4,1,2,No,4,No,Hyderabad,3
EMP0999,7.5,Office,2,5,2,3,1,No,4,No,Chennai,4
EMP1000,9.3,Home,2,2,4,1,4,No,2,No,Chennai,4
EMP1001,8.3,Home,1,3,2,4,4,Yes,1,No,Pune,3
EMP1002,11.7,Home,2,5,3,4,4,Yes,1,Yes,Delhi,1
EMP1003,7.2,Office,4,1,3,1,3,No,4,No,Pune,1
EMP1004,10.2,Home,4,1,2,3,2,No,1,No,Delhi,2
EMP1005,8.9,Office,1,1,2,1,5,Yes,2,No,Karnataka,4
EMP1006,7.5,Office,4,3,5,1,4,No,3,No,Pune,4
EMP1007,10.0,Office,3,1,5,3,1,Yes,1,Yes,Chennai,5
EMP1008,12.2,Home,1,4,5,5,4,No,2,No,Hyderabad,1
EMP1009,9.3,Office,4,5,3,2,1,No,2,Yes,Karnataka,5
EMP1010,11.1,Home,2,3,5,3,1,No,1,Yes,Karnataka,5
EMP1011,7.8,Hybrid,2,1,4,1,4,Yes,5,No,Chennai,3
EMP1012,7.6,Hybrid,1,2,3,4,4,Yes,4,No,Pune,5
EMP1013,7.9,Office,4,5,2,4,1,Yes,5,No,Chennai,4
EMP1014,9.1,Office,3,2,4,1,2,No,5,Yes,Hyderabad,4
EMP1015,9.1,Home,1,5,2,4,2,Yes,4,No,Hyderabad,3
EMP1016,9.3,Office,4,3,2,2,4,No,4,Yes,Chennai,1
EMP1017,6.8,Office,3,3,4,5,3,Yes,5,Yes,Karnataka,3
EMP1018,7.6,Office,1,2,4,4,2,No,2,Yes,Karnataka,1
EMP1019,6.1,Office,2,5,4,5,4,Yes,1,No,Chennai,2
EMP1020,9.4,Hybrid,2,2,4,2,4,No,5,No,Karnataka,4
EMP1021,10.8,Home,3,5,1,4,4,Yes,5,Yes,Hyderabad,3
EMP1022,6.5,Home,2,5,1,1,2,No,4,No,Pune,4
EMP1023,11.2,Hybrid,3,4,5,1,2,No,4,No,Karnataka,3
EMP1024,8.9,Office,1,5,5,1,4,No,5,No,Pune,1
EMP1025,8.8,Home,5,5,3,5,4,No,1,No,Pune,4
EMP1026,9.9,Office,1,2,4,1,4,Yes,4,No,Delhi,3
EMP1027,6.4,Home,4,2,1,2,5,No,5,Yes,Chennai,1
EMP1028,10.1,Office,2,1,4,2,3,Yes,3,No,Chennai,5
EMP1029,8.1,Home,3,5,1,5,4,No,3,Yes,Chennai,3
EMP1030,8.6,Office,1,3,4,2,5,Yes,2,No,Pune,1
EMP1031,7.7,Office,3,4,1,1,1,No,4,Yes,Chennai,3
EMP1032,8.4,Hybrid,3,5,3,2,2,No,1,Yes,Delhi,2
EMP1033,8.1,Hybrid,1,3,4,1,4,No,4,No,Chennai,5
EMP1034,6.8,Office,2,5,3,5,4,No,4,No,Pune,2
EMP1035,8.4,Home,2,1,1,3,1,Yes,3,No,Karnataka,3
EMP1036,11.5,Home,5,2,5,5,2,No,3,No,Karnataka,3
EMP1037,11.3,Hybrid,5,4,2,1,5,Yes,5,Yes,Chennai,3
EMP1038,9.6,Hybrid,3,1,2,4,4,No,1,No,Delhi,2
EMP1039,10.4,Office,5,2,5,1,3,No,2,Yes,Delhi,3
EMP1040,7.1,Hybrid,1,4,1,5,1,Yes,4,Yes,Delhi,3
EMP1041,13.0,Hybrid,1,3,5,4,2,No,2,No,Pune,2
EMP1042,10.6,Hybrid,2,3,3,3,1,Yes,1,No,Pune,2
EMP1043,5.0,Home,5,5,3,2,3,No,4,No,Chennai,3
EMP1044,12.0,Office,4,2,5,4,3,Yes,5,Yes,Delhi,1
EMP1045,9.7,Hybrid,4,3,2,4,2,No,4,Yes,Chennai,3
EMP1046,8.2,Hybrid,5,2,3,4,1,Yes,4,Yes,Hyderabad,5
EMP1047,10.7,Hybrid,4,2,1,1,3,Yes,4,No,Hyderabad,2
EMP1048,9.5,Home,2,5,5,4,2,Yes,4,Yes,Pune,1
EMP1049,10.9,Hybrid,3,4,3,1,1,No,5,No,Hyderabad,1
EMP1050,9.3,Office,3,2,5,2,4,No,3,Yes,Hyderabad,3
EMP1051,7.1,Home,1,1,4,4,2,No,4,Yes,Delhi,4
EMP1052,12.2,Hybrid,1,3,1,1,1,No,4,Yes,Chennai,3
EMP1053,8.1,Hybrid,3,5,4,2,3,No,1,No,Pune,2
EMP1054,5.2,Office,1,4,4,5,1,Yes,2,No,Hyderabad,3
